tbl,Year,quarter,citymarketid,cityname,airportid,apt,TotalMkts,TotalFaredPax,TotalPerLFMkts,TotalAvgHubFare,TotalPerPrem,SHMkts,SHPax,SHPerLFMkts,SHAvgHubFare,SHPerPrem,LHMkts,LHPax,LHPerLFMkts,LHAvgHubFare,LHPerPrem,tbl7pk
Table 7,2016,2,33029,"Lincoln, NE",13029,LNK,18,24220,0.0000,275.01,0.1816,4,12500,0.0000,263.53,0.3865,14,11720,0.0000,287.25,0.0323,2016213029LNK
Table 7,2015,4,33195,"Tampa, FL (Metropolitan Area)",14112,PIE,44,307080,0.0000,100.03,-0.5242,13,74330,0.0000,87.35,-0.5806,31,232750,0.0000,104.08,-0.5064,2015414112PIE
Table 7,2014,3,30994,"Charleston, SC",10994,CHS,74,634900,0.6747,222.66,-0.0359,37,362660,0.6455,195.38,-0.0920,37,272240,0.7136,259.00,0.0279,2014310994CHS
Table 7,2008,3,30194,"Dallas/Fort Worth, TX",11298,DFW,166,4647160,0.4123,233.36,0.2178,58,1202070,0.3271,179.62,0.0607,108,3445090,0.4420,252.11,0.2644,2008311298DFW
Table 7,2015,3,30581,"Bangor, ME",10581,BGR,33,97410,0.0000,266.82,0.0715,10,39330,0.0000,270.37,0.2646,23,58080,0.0000,264.42,-0.0310,2015310581BGR
Table 7,2014,1,33495,"New Orleans, LA",13495,MSY,102,1763700,0.9117,226.48,0.0148,39,754330,0.8211,199.56,-0.0145,63,1009370,0.9794,246.60,0.0334,2014113495MSY
Table 7,2009,3,31775,"Sioux Falls, SD",11775,FSD,33,80000,0.0000,216.21,0.1012,5,17100,0.0000,269.31,0.2554,28,62900,0.0000,201.77,0.0542,2009311775FSD
Table 7,2012,4,31638,"Fresno, CA",11638,FAT,42,183330,0.0000,222.35,-0.0714,10,89200,0.0000,158.50,-0.1372,32,94130,0.0000,282.85,-0.0321,2012411638FAT
Table 7,2016,1,30977,"Chicago, IL",13930,ORD,155,6014790,0.4663,200.06,0.0415,74,1713340,0.0226,200.62,0.1509,81,4301450,0.6430,199.84,0.0034,2016113930ORD
Table 7,2013,3,32323,"Wilmington, NC",12323,ILM,52,146000,0.0000,236.01,-0.0166,29,92850,0.0000,211.55,-0.0627,23,53150,0.0000,278.73,0.0519,2013312323ILM
Table 7,2009,1,30615,"El Paso, TX",11540,ELP,70,508480,0.8252,174.09,-0.0148,22,310350,0.8902,148.53,-0.0556,48,198130,0.7235,214.13,0.0337,2009111540ELP
Table 7,2009,2,30620,"Billings, MT",10620,BIL,42,119600,0.6388,189.56,-0.0507,5,37960,0.5580,180.46,-0.0348,37,81640,0.6764,193.79,-0.0574,2009210620BIL
Table 7,2009,3,34321,"Portland, ME",14321,PWM,63,439590,0.7384,173.07,0.0030,20,190220,0.5512,146.19,0.0910,43,249370,0.8812,193.57,-0.0415,2009314321PWM
Table 7,2012,1,30685,"Bloomington/Normal, IL",10685,BMI,24,75920,0.9053,194.99,-0.0735,5,21000,0.9090,193.40,0.0076,19,54920,0.9039,195.60,-0.1009,2012110685BMI
Table 7,2012,2,32467,"Miami, FL (Metropolitan Area)",11697,FLL,146,3889330,0.9492,182.30,-0.1844,32,533600,0.8721,148.71,-0.2194,114,3355730,0.9614,187.65,-0.1798,2012211697FLL
Table 7,2016,4,30285,"Durango, CO",11413,DRO,19,34220,0.0000,274.96,0.0791,8,21460,0.0000,255.50,0.0925,11,12760,0.0000,307.70,0.0609,2016411413DRO
Table 7,2009,2,31057,"Charlotte, NC",11057,CLT,108,2025800,0.3648,172.86,0.0621,68,1369950,0.4300,158.07,0.0816,40,655850,0.2288,203.75,0.0321,2009211057CLT
Table 7,2012,4,33851,"Oklahoma City, OK",13851,OKC,78,647230,0.8948,230.63,0.0352,22,263020,0.8101,190.01,-0.0466,56,384210,0.9528,258.44,0.0820,2012413851OKC
Table 7,2017,1,30713,"Boise, ID",10713,BOI,60,544070,0.6322,191.41,-14.8482,21,408690,0.5933,157.75,-21.4280,39,135380,0.7497,293.02,-1.4338,2017110713BOI
Table 7,2017,3,31612,"Evansville, IN",11612,EVV,24,38380,0.1053,271.03,0.2656,11,26050,0.1551,249.00,0.4495,13,12330,0.0000,317.56,0.0457,2017311612EVV
Table 7,2012,3,30721,"Boston, MA (Metropolitan Area)",13296,MHT,151,583540,0.7893,211.81,-0.0044,39,184000,0.6428,181.36,0.0893,112,399540,0.8568,225.83,-0.0351,2012313296MHT
Table 7,2008,3,31650,"Minneapolis/St. Paul, MN",13487,MSP,141,3163250,0.6628,260.53,0.3407,47,820350,0.2586,295.22,0.7794,94,2342900,0.8043,248.38,0.2159,2008313487MSP
Table 7,2012,4,31612,"Evansville, IN",11612,EVV,21,25130,0.0000,284.62,0.5382,9,16100,0.0000,276.33,1.0435,12,9030,0.0000,299.39,0.0934,2012411612EVV
Table 7,2009,2,34108,"Peoria, IL",14108,PIA,27,72160,0.0000,158.40,-0.1520,8,17350,0.0000,174.09,0.0512,19,54810,0.0000,153.43,-0.2070,2009214108PIA
Table 7,2009,2,34685,"Savannah, GA",14685,SAV,61,308490,0.0000,207.62,0.1924,22,108150,0.0000,195.95,0.0966,39,200340,0.0000,213.92,0.2463,2009214685SAV
Table 7,2014,2,31921,"Grand Junction, CO",11921,GJT,24,50660,0.0000,240.83,-0.0459,9,31420,0.0000,194.89,-0.1614,15,19240,0.0000,315.86,0.1078,2014211921GJT
Table 7,2013,4,33795,"Jacksonville/Camp Lejeune, NC",13795,OAJ,28,34370,0.0000,230.67,-0.1295,18,19630,0.0000,202.21,-0.2404,10,14740,0.0000,268.57,0.0199,2013413795OAJ
Table 7,2015,1,31612,"Evansville, IN",11612,EVV,26,35940,0.0000,282.18,0.2417,10,18740,0.0000,291.05,0.7619,16,17200,0.0000,272.52,-0.0759,2015111612EVV
Table 7,2008,3,31067,"Champaign/Urbana, IL",11067,CMI,14,10170,0.0000,265.63,0.1207,3,2570,0.0000,252.85,0.1032,11,7600,0.0000,269.95,0.1263,2008311067CMI
Table 7,2014,1,33044,"Louisville, KY",14730,SDF,67,517300,0.7992,231.18,0.0037,37,338150,0.7642,202.21,-0.0632,30,179150,0.8654,285.85,0.1097,2014114730SDF
Table 7,2016,3,33029,"Lincoln, NE",13029,LNK,23,27510,0.0000,280.30,0.1881,4,11990,0.0000,264.79,0.3463,19,15520,0.0000,292.28,0.0978,2016313029LNK
Table 7,2018,1,31703,"New York City, NY (Metropolitan Area)",12197,HPN,146,269400,0.5914,258.04,0.3431,43,34650,0.0000,253.73,0.3006,103,234750,0.6787,258.68,0.3494,2018112197HPN
Table 7,2010,3,31703,"New York City, NY (Metropolitan Area)",11618,EWR,179,3254650,0.2092,254.08,0.3186,56,528160,0.0000,249.50,0.9017,123,2726490,0.2497,254.97,0.2462,2010311618EWR
Table 7,2016,4,31703,"New York City, NY (Metropolitan Area)",15070,SWF,129,62290,0.5455,209.63,0.0656,44,10550,0.0000,229.41,0.3559,85,51740,0.6568,205.60,0.0161,2016415070SWF
Table 7,2013,2,31921,"Grand Junction, CO",11921,GJT,28,46600,0.0000,230.24,-0.0840,9,24800,0.0000,176.26,-0.2528,19,21800,0.0000,291.66,0.0845,2013211921GJT
Table 7,2019,2,30620,"Billings, MT",10620,BIL,40,130090,0.3052,249.83,0.0254,6,45070,0.2525,243.57,0.0319,34,85020,0.3332,253.14,0.0222,2019210620BIL
Table 7,2008,2,31423,"Des Moines, IA",11423,DSM,62,337920,0.0000,236.15,0.1157,19,92960,0.0000,288.59,0.5901,43,244960,0.0000,216.25,-0.0307,2008211423DSM
Table 7,2008,1,30434,"Scranton/Wilkes-Barre, PA",10434,AVP,18,41690,0.0000,212.38,-0.1017,2,6840,0.0000,278.04,0.3457,16,34850,0.0000,199.50,-0.1766,2008110434AVP
Table 7,2012,4,35249,"Tallahassee, FL",15249,TLH,33,88700,0.0000,249.47,0.0887,10,45000,0.0000,227.05,0.0044,23,43700,0.0000,272.55,0.1731,2012415249TLH
Table 7,2008,2,33105,"Cincinnati, OH",11193,CVG,84,669660,0.0000,328.43,0.9624,47,321750,0.0000,347.21,1.4408,37,347910,0.0000,311.06,0.6321,2008211193CVG
Table 7,2018,2,31703,"New York City, NY (Metropolitan Area)",15070,SWF,149,83230,0.5915,194.25,-0.0494,48,18360,0.2053,200.31,0.1356,101,64870,0.7008,192.53,-0.0929,2018215070SWF
Table 7,2019,2,30928,"Wichita, KS",12278,ICT,63,307620,0.7207,242.31,0.0321,14,90150,0.4036,248.48,0.2257,49,217470,0.8522,239.75,-0.0335,2019212278ICT
Table 7,2017,2,31066,"Columbus, OH",11066,CMH,88,1421920,0.7744,222.70,0.0899,47,675080,0.6515,217.28,0.2197,41,746840,0.8854,227.61,-0.0018,2017211066CMH
Table 7,2010,2,31703,"New York City, NY (Metropolitan Area)",12478,JFK,170,3502570,0.8872,226.36,0.0736,55,584400,0.8438,128.52,0.0411,115,2918170,0.8958,245.95,0.0771,2010212478JFK
Table 7,2010,3,31703,"New York City, NY (Metropolitan Area)",12197,HPN,167,477850,0.7489,175.62,-0.0376,48,54330,0.0000,213.13,0.2312,119,423520,0.8450,170.81,-0.0701,2010312197HPN
Table 7,2010,3,32547,"Rochester, MN",14633,RST,13,15660,0.0000,197.32,0.2731,2,7120,0.0000,157.81,0.6430,11,8540,0.0000,230.27,0.1280,2010314633RST
Table 7,2010,3,30785,"Burlington, VT",10785,BTV,53,240350,0.6954,218.85,0.0637,18,89890,0.5215,187.17,0.2353,35,150460,0.7993,237.78,-0.0015,2010310785BTV
Table 7,2015,2,32441,"Jackson, WY",12441,JAC,26,44640,0.0000,391.65,0.3710,4,6480,0.0000,379.09,0.4906,22,38160,0.0000,393.79,0.3533,2015212441JAC
Table 7,2019,3,34262,"Palm Springs, CA",14262,PSP,37,163460,0.0448,251.43,0.0250,5,42260,0.0000,195.43,0.0972,32,121200,0.0605,270.95,0.0084,2019314262PSP
Table 7,2013,3,31775,"Sioux Falls, SD",11775,FSD,41,134880,0.5747,227.70,-0.0960,8,41360,0.5537,224.05,-0.0743,33,93520,0.5839,229.31,-0.1050,2013311775FSD
Table 7,2018,1,31884,"Spokane, WA",11884,GEG,60,564920,0.6370,191.46,-0.1346,11,241480,0.3139,152.68,-0.1544,49,323440,0.8782,220.41,-0.1241,2018111884GEG
Table 7,2010,4,31953,"Gainesville, FL",11953,GNV,25,30690,0.0000,213.17,0.1053,5,12230,0.0000,210.94,0.5476,20,18460,0.0000,214.65,-0.0681,2010411953GNV
Table 7,2019,2,31973,"Gulfport/Biloxi, MS",11973,GPT,32,55650,0.0000,278.84,0.1256,8,24760,0.0000,259.56,0.1962,24,30890,0.0000,294.29,0.0806,2019211973GPT
Table 7,2011,2,31003,"Cedar Rapids/Iowa City, IA",11003,CID,42,122100,0.0000,268.74,0.2260,10,31510,0.0000,308.11,0.4053,32,90590,0.0000,255.05,0.1636,2011211003CID
Table 7,2007,4,31650,"Minneapolis/St. Paul, MN",13487,MSP,137,3397810,0.6025,197.96,0.1271,46,929800,0.2865,188.41,0.2771,91,2468010,0.7216,201.56,0.0823,2007413487MSP
Table 7,2014,3,30198,"Pittsburgh, PA",14122,PIT,104,1488060,0.7208,239.44,0.0490,50,656790,0.5745,223.03,0.1121,54,831270,0.8363,252.40,0.0090,2014314122PIT
Table 7,2015,3,31252,"Daytona Beach, FL",11252,DAB,32,67550,0.0000,209.31,-0.1599,7,21690,0.0000,209.83,-0.0840,25,45860,0.0000,209.06,-0.1917,2015311252DAB
Table 7,2007,4,31057,"Charlotte, NC",11057,CLT,113,2018420,0.4132,195.85,0.1218,70,1435560,0.5048,179.86,0.1548,43,582860,0.1879,235.23,0.0645,2007411057CLT
Table 7,2010,1,34614,"Salt Lake City, UT",14869,SLC,104,2019460,0.8798,191.90,0.0398,29,1060350,0.9780,145.16,-0.0576,75,959110,0.7712,243.57,0.1158,2010114869SLC
Table 7,2013,2,30713,"Boise, ID",10713,BOI,57,458740,0.7421,214.56,-0.0539,18,316150,0.7310,171.63,-0.1420,39,142590,0.7666,309.74,0.0828,2013210713BOI
Table 7,2017,3,35249,"Tallahassee, FL",15249,TLH,32,67060,0.0000,304.25,0.1948,10,32490,0.0000,263.81,0.0685,22,34570,0.0000,342.25,0.3068,2017315249TLH
Table 7,2015,4,33127,"Lewiston, ID",13127,LWS,7,9900,0.0000,148.46,-0.2792,2,7890,0.0000,133.33,-0.2790,5,2010,0.0000,207.86,-0.2798,2015413127LWS
Table 7,2011,2,31454,"Orlando, FL",13204,MCO,149,6263310,0.9376,179.54,-0.1195,40,772960,0.9055,172.31,-0.1049,109,5490350,0.9422,180.56,-0.1214,2011213204MCO
Table 7,2010,2,33277,"Montgomery, AL",13277,MGM,25,37050,0.0000,250.15,0.1604,10,23490,0.0000,231.32,0.1223,15,13560,0.0000,282.76,0.2191,2010213277MGM
Table 7,2018,2,32575,"Los Angeles, CA (Metropolitan Area)",10800,BUR,178,1153320,0.9754,162.42,-0.0595,26,773930,0.9941,140.59,-0.0599,152,379390,0.9374,206.95,-0.0589,2018210800BUR
Table 7,2015,2,33029,"Lincoln, NE",13029,LNK,18,25390,0.0000,290.88,0.2011,4,12320,0.0000,265.70,0.2720,14,13070,0.0000,314.62,0.1502,2015213029LNK
Table 7,2018,2,31953,"Gainesville, FL",11953,GNV,28,46260,0.0000,270.79,0.1048,6,18290,0.0000,252.09,0.4597,22,27970,0.0000,283.01,-0.0322,2018211953GNV
Table 7,2015,3,33360,"Melbourne, FL",13360,MLB,20,36940,0.0000,198.75,-0.2105,2,9430,0.0000,214.16,-0.1391,18,27510,0.0000,193.47,-0.2346,2015313360MLB
Table 7,2009,3,32467,"Miami, FL (Metropolitan Area)",13303,MIA,127,1614680,0.1650,175.90,0.0016,27,275780,0.4308,139.85,-0.0588,100,1338900,0.1102,183.33,0.0118,2009313303MIA
Table 7,2012,1,31648,"Kalispell, MT",11648,FCA,11,22160,0.0000,180.42,-0.1049,2,6470,0.0000,226.81,0.4082,9,15690,0.0000,161.29,-0.2610,2012111648FCA
Table 7,2010,3,30255,"Huntsville, AL",12217,HSV,54,211690,0.2189,236.85,0.2310,23,123340,0.3175,208.23,0.2166,31,88350,0.0812,276.80,0.2464,2010312217HSV
Table 7,2009,4,30620,"Billings, MT",10620,BIL,35,100550,0.4904,200.32,-0.0291,5,33130,0.6076,193.01,-0.0164,30,67420,0.4328,203.91,-0.0348,2009410620BIL
Table 7,2017,4,32575,"Los Angeles, CA (Metropolitan Area)",14908,SNA,188,2180050,0.7549,212.79,0.0471,29,927580,0.9760,143.28,-0.0687,159,1252470,0.5912,264.27,0.1020,2017414908SNA
Table 7,2012,3,30466,"Phoenix, AZ",14107,PHX,141,3979160,0.8856,191.27,-0.0698,30,1582410,0.9562,140.55,-0.0662,111,2396750,0.8389,224.76,-0.0713,2012314107PHX
Table 7,2012,2,31146,"Charleston/Dunbar, WV",11146,CRW,35,74430,0.2674,237.89,-0.0825,19,42470,0.3461,218.00,-0.0684,16,31960,0.1627,264.32,-0.0973,2012211146CRW
Table 7,2014,1,30257,"Albany, NY",10257,ALB,60,399630,0.8491,246.98,0.0596,21,113240,0.6424,216.84,0.0477,39,286390,0.9309,258.89,0.0636,2014110257ALB
Table 7,2009,4,31703,"New York City, NY (Metropolitan Area)",15070,SWF,145,95160,0.4813,176.82,-0.0058,50,14260,0.0000,195.26,0.2169,95,80900,0.5661,173.57,-0.0406,2009415070SWF
Table 7,2014,4,30980,"Chattanooga, TN",10980,CHA,45,114200,0.0000,220.11,-0.0687,24,77790,0.0000,196.37,-0.1238,21,36410,0.0000,270.83,0.0319,2014410980CHA
Table 7,2016,2,32575,"Los Angeles, CA (Metropolitan Area)",10800,BUR,172,942560,0.9697,177.15,0.0176,25,634700,0.9926,159.47,0.0548,147,307860,0.9225,213.62,-0.0348,2016210800BUR
Table 7,2020,1,31921,"Grand Junction, CO",11921,GJT,18,34990,0.1423,209.12,-0.0782,11,23580,0.2112,183.25,-0.2246,7,11410,0.0000,262.59,0.2667,2020111921GJT
