tbl,Year,quarter,citymarketid,cityname,airportid,apt,TotalMkts,TotalFaredPax,TotalPerLFMkts,TotalAvgHubFare,TotalPerPrem,SHMkts,SHPax,SHPerLFMkts,SHAvgHubFare,SHPerPrem,LHMkts,LHPax,LHPerLFMkts,LHAvgHubFare,LHPerPrem,tbl7pk
Table 7,2021,4,34685,"Savannah, GA",14685,SAV,74,567780,0.7213,211.25,0.0007,31,295960,0.7079,178.05,-0.0573,43,271820,0.7359,247.40,0.0515,2021414685SAV
Table 7,2021,4,34689,"Santa Barbara, CA",14689,SBA,35,175640,0.6204,223.83,0.1026,8,68450,0.7208,153.91,0.1951,27,107190,0.5562,268.49,0.0723,2021414689SBA
Table 7,2021,4,34696,"South Bend, IN",14696,SBN,41,132080,0.4382,207.69,-0.0537,11,29680,0.0000,247.33,0.3651,30,102400,0.5652,196.20,-0.1490,2021414696SBN
Table 7,2021,4,34236,"Paso Robles/San Luis Obispo, CA",14698,SBP,19,62020,0.0000,260.60,0.2379,4,23250,0.0000,193.77,0.3038,15,38770,0.0000,300.68,0.2141,2021414698SBP
Table 7,2021,4,34711,"Philipsburg/State College, PA",14711,SCE,15,18730,0.1938,267.89,0.1812,4,6530,0.0000,250.81,0.9046,11,12200,0.2975,277.03,-0.0024,2021414711SCE
Table 7,2021,4,33044,"Louisville, KY",14730,SDF,74,641300,0.8073,197.58,-0.0667,40,374030,0.6763,172.82,-0.0868,34,267270,0.9908,232.21,-0.0447,2021414730SDF
Table 7,2021,4,30559,"Seattle, WA",14747,SEA,149,4919860,0.4446,205.67,-0.0824,29,1010200,0.3204,154.68,-0.0836,120,3909660,0.4767,218.84,-0.0822,2021414747SEA
Table 7,2021,4,34761,"Sanford, FL",14761,SFB,59,400860,1.0000,102.96,-0.4876,17,114700,1.0000,93.22,-0.4963,42,286160,1.0000,106.87,-0.4845,2021414761SFB
Table 7,2021,4,32457,"San Francisco, CA (Metropolitan Area)",14771,SFO,149,4557940,0.6272,253.98,0.0437,26,1520190,0.5828,151.06,-0.0190,123,3037750,0.6495,305.49,0.0605,2021414771SFO
Table 7,2021,4,34783,"Springfield, MO",14783,SGF,44,151030,0.3418,230.41,0.0531,10,48590,0.1099,237.74,0.4134,34,102440,0.4518,226.93,-0.0653,2021414783SGF
Table 7,2021,4,30476,"Shreveport, LA",14814,SHV,28,61990,0.2589,242.74,0.0814,6,14500,0.0000,231.27,0.1571,22,47490,0.3380,246.24,0.0615,2021414814SHV
Table 7,2021,4,32457,"San Francisco, CA (Metropolitan Area)",14831,SJC,145,1586980,0.9501,187.17,-0.0110,22,1001490,0.9958,144.75,-0.0171,123,585490,0.8719,259.75,-0.0052,2021414831SJC
Table 7,2021,4,34614,"Salt Lake City, UT",14869,SLC,128,2672360,0.7793,219.42,0.0894,40,1304350,0.7428,168.73,0.0785,88,1368010,0.8141,267.76,0.0960,2021414869SLC
Table 7,2021,4,33192,"Sacramento, CA",14893,SMF,103,1975560,0.9421,201.64,-0.0517,20,1112090,0.9911,143.01,-0.1184,83,863470,0.8791,277.15,-0.0015,2021414893SMF
Table 7,2021,4,32575,"Los Angeles, CA (Metropolitan Area)",14908,SNA,186,1920180,0.6947,209.51,0.0621,29,769070,0.8326,147.71,0.0027,157,1151110,0.6026,250.79,0.0875,2021414908SNA
Table 7,2021,4,34986,"Sarasota/Bradenton, FL",14986,SRQ,81,711430,0.8345,187.97,-0.0570,8,83710,0.8488,166.61,-0.0562,73,627720,0.8326,190.82,-0.0571,2021414986SRQ
Table 7,2021,4,31123,"St. Louis, MO",15016,STL,99,1768740,0.9198,191.34,-0.0120,46,726800,0.8554,169.00,-0.0509,53,1041940,0.9647,206.91,0.0116,2021415016STL
Table 7,2021,4,34433,"Santa Rosa, CA",15023,STS,11,91140,0.1505,173.34,0.0349,9,88440,0.1551,168.91,0.0230,2,2700,0.0000,318.66,0.2972,2021415023STS
Table 7,2021,4,35041,"Sun Valley/Hailey/Ketchum, ID",15041,SUN,13,16250,0.0000,336.51,0.4563,9,14140,0.0000,305.72,0.3813,4,2110,0.0000,542.88,0.8316,2021415041SUN
Table 7,2021,4,31703,"New York City, NY (Metropolitan Area)",15070,SWF,12,27610,1.0000,96.18,-0.5010,1,3410,1.0000,83.31,-0.5178,11,24200,1.0000,97.99,-0.4989,2021415070SWF
Table 7,2021,4,35096,"Syracuse, NY",15096,SYR,65,393520,0.6647,220.26,-0.0126,26,133990,0.4085,180.68,0.0495,39,259530,0.7970,240.69,-0.0348,2021415096SYR
Table 7,2021,4,35249,"Tallahassee, FL",15249,TLH,40,117610,0.0000,263.29,0.2099,11,58540,0.0000,220.32,0.1675,29,59070,0.0000,305.86,0.2421,2021415249TLH
Table 7,2021,4,33195,"Tampa, FL (Metropolitan Area)",15304,TPA,141,3589250,0.9023,182.34,-0.0653,35,643520,0.7491,156.04,-0.0973,106,2945730,0.9358,188.09,-0.0592,2021415304TPA
Table 7,2021,4,35323,"Bristol/Johnson City/Kingsport, TN",15323,TRI,23,32320,0.1748,249.41,0.1550,14,19480,0.2900,201.39,0.0521,9,12840,0.0000,322.25,0.2729,2021415323TRI
Table 7,2021,4,34653,"Tulsa, OK",15370,TUL,73,441850,0.8375,211.74,-0.0380,21,173240,0.7040,176.59,-0.0823,52,268610,0.9236,234.41,-0.0148,2021415370TUL
Table 7,2021,4,30436,"Tucson, AZ",15376,TUS,83,601090,0.8004,242.73,0.0371,12,159770,1.0000,175.50,0.0246,71,441320,0.7281,267.07,0.0401,2021415376TUS
Table 7,2021,4,35380,"Traverse City, MI",15380,TVC,32,58850,0.2722,235.06,-0.0543,12,16480,0.0000,215.69,0.0261,20,42370,0.3781,242.60,-0.0793,2021415380TVC
Table 7,2021,4,35412,"Knoxville, TN",15412,TYS,61,358670,0.4262,225.23,0.0925,33,214680,0.4394,184.03,-0.0023,28,143990,0.4066,286.65,0.2019,2021415412TYS
Table 7,2021,4,31504,"Valparaiso, FL",15624,VPS,66,257060,0.8316,199.77,-0.0726,26,121870,0.7210,166.14,-0.1754,40,135190,0.9313,230.09,0.0092,2021415624VPS
Table 7,2021,4,31834,"Fayetteville, AR",15919,XNA,53,233180,0.4398,229.54,0.1055,15,90930,0.3485,215.05,0.2618,38,142250,0.4982,238.80,0.0319,2021415919XNA
Table 7,2021,3,30135,"Allentown/Bethlehem/Easton, PA",10135,ABE,23,121840,0.6972,138.65,-0.2876,7,40150,0.3860,182.85,0.0313,16,81690,0.8502,116.93,-0.4244,2021310135ABE
Table 7,2021,3,30140,"Albuquerque, NM",10140,ABQ,82,736300,0.9351,226.60,0.0741,18,292060,0.9168,184.90,0.0472,64,444240,0.9471,254.01,0.0875,2021310140ABQ
Table 7,2021,3,30154,"Nantucket, MA",10154,ACK,16,95340,0.9232,199.86,0.5981,8,84440,0.9610,173.35,0.6302,8,10900,0.6303,405.26,0.5002,2021310154ACK
Table 7,2021,3,30157,"Eureka/Arcata, CA",10157,ACV,10,19610,0.0000,220.00,0.1992,8,14080,0.0000,219.92,0.2115,2,5530,0.0000,220.18,0.1692,2021310157ACV
Table 7,2021,3,30158,"Atlantic City, NJ",10158,ACY,7,68180,1.0000,80.16,-0.5804,2,9020,1.0000,77.08,-0.6092,5,59160,1.0000,80.63,-0.5759,2021310158ACY
Table 7,2021,3,30208,"Augusta, GA",10208,AGS,34,66850,0.0000,236.05,0.0523,16,36970,0.0000,207.51,-0.0080,18,29880,0.0000,271.36,0.1166,2021310208AGS
Table 7,2021,3,30257,"Albany, NY",10257,ALB,65,470130,0.8945,244.41,0.1178,20,122520,0.6478,220.31,0.2486,45,347610,0.9815,252.90,0.0829,2021310257ALB
Table 7,2021,3,30279,"Amarillo, TX",10279,AMA,29,81400,0.8531,197.66,0.0618,8,46310,0.7739,172.99,0.1935,21,35090,0.9575,230.20,-0.0430,2021310279AMA
Table 7,2021,3,30372,"Aspen, CO",10372,ASE,29,89360,0.0000,414.52,1.1325,8,30860,0.0000,337.02,1.0364,21,58500,0.0000,455.40,1.1725,2021310372ASE
Table 7,2021,3,30423,"Austin, TX",10423,AUS,135,2663090,0.9153,185.58,-0.0194,27,259000,0.8851,171.92,-0.0450,108,2404090,0.9186,187.06,-0.0168,2021310423AUS
Table 7,2021,3,30431,"Asheville, NC",10431,AVL,52,249880,0.5315,184.26,-0.0369,28,167590,0.5674,154.16,-0.0903,24,82290,0.4585,245.55,0.0412,2021310431AVL
Table 7,2021,3,30434,"Scranton/Wilkes-Barre, PA",10434,AVP,18,36980,0.0000,269.64,0.2010,3,13090,0.0000,239.24,0.6080,15,23890,0.0000,286.30,0.0763,2021310434AVP
Table 7,2021,3,30466,"Phoenix, AZ",10466,AZA,41,230600,1.0000,88.86,-0.5712,8,27940,1.0000,77.96,-0.5708,33,202660,1.0000,90.36,-0.5713,2021310466AZA
Table 7,2021,3,30529,"Hartford, CT",10529,BDL,86,1032520,0.8143,219.24,0.0497,27,196470,0.5110,198.10,0.1530,59,836050,0.8856,224.20,0.0306,2021310529BDL
Table 7,2021,3,30581,"Bangor, ME",10581,BGR,47,159640,0.1506,232.86,0.0182,13,48900,0.0000,222.88,0.2524,34,110740,0.2172,237.27,-0.0551,2021310581BGR
Table 7,2021,3,30599,"Birmingham, AL",10599,BHM,72,434810,0.5913,226.37,0.0861,38,261390,0.5117,195.87,0.0176,34,173420,0.7112,272.35,0.1716,2021310599BHM
Table 7,2021,3,30620,"Billings, MT",10620,BIL,39,113730,0.2873,224.17,0.0167,5,40490,0.2418,196.38,0.0561,34,73240,0.3124,239.54,-0.0002,2021310620BIL
Table 7,2021,3,30627,"Bismarck/Mandan, ND",10627,BIS,21,49530,0.6249,196.30,-0.0713,4,13460,0.4628,203.32,0.3014,17,36070,0.6853,193.69,-0.1650,2021310627BIS
Table 7,2021,3,30666,"Bellingham, WA",10666,BLI,13,29650,0.7285,155.09,-0.1890,,,,,,13,29650,0.7285,155.09,-0.1890,2021310666BLI
Table 7,2021,3,30676,"Belleville, IL",10676,BLV,7,58020,1.0000,78.97,-0.5779,2,19620,1.0000,81.33,-0.5421,5,38400,1.0000,77.76,-0.5948,2021310676BLV
Table 7,2021,3,30685,"Bloomington/Normal, IL",10685,BMI,14,34590,0.4678,166.38,-0.0916,4,12840,0.0000,219.91,0.6732,10,21750,0.7439,134.77,-0.3693,2021310685BMI
Table 7,2021,3,30693,"Nashville, TN",10693,BNA,130,2791140,0.9509,182.91,-0.0096,67,1451120,0.9259,162.94,-0.0526,63,1340020,0.9781,204.54,0.0307,2021310693BNA
Table 7,2021,3,30713,"Boise, ID",10713,BOI,81,755050,0.7010,173.26,-0.1449,24,487020,0.6592,136.65,-0.1747,57,268030,0.7769,239.78,-0.1118,2021310713BOI
Table 7,2021,3,30721,"Boston, MA (Metropolitan Area)",10721,BOS,148,4882250,0.9299,234.98,0.1050,35,1056020,0.8701,184.15,0.2337,113,3826230,0.9464,249.01,0.0820,2021310721BOS
Table 7,2021,3,30747,"Brownsville, TX",10747,BRO,12,13350,0.0000,256.23,0.2219,3,8020,0.0000,187.25,0.2192,9,5330,0.0000,360.02,0.2240,2021310747BRO
Table 7,2021,3,30781,"Baton Rouge, LA",10781,BTR,36,71460,0.0000,247.01,0.1206,11,39790,0.0000,216.62,0.1156,25,31670,0.0000,285.18,0.1254,2021310781BTR
Table 7,2021,3,30785,"Burlington, VT",10785,BTV,45,171420,0.3805,290.20,0.2824,10,44560,0.1764,226.74,0.6128,35,126860,0.4522,312.50,0.2188,2021310785BTV
Table 7,2021,3,30792,"Buffalo, NY",10792,BUF,73,673440,0.8647,212.44,0.0551,32,283460,0.7301,190.23,0.1881,41,389980,0.9626,228.58,-0.0118,2021310792BUF
Table 7,2021,3,30852,"Washington, DC (Metropolitan Area)",10821,BWI,153,2758300,0.9700,187.22,-0.0130,58,966770,0.9639,161.42,0.0544,95,1791530,0.9733,201.14,-0.0396,2021310821BWI
Table 7,2021,3,30849,"Bozeman, MT",10849,BZN,73,487240,0.6269,215.91,-0.0598,7,92070,0.5354,145.10,-0.1154,66,395170,0.6483,232.40,-0.0512,2021310849BZN
Table 7,2021,3,30868,"Columbia, SC",10868,CAE,52,148100,0.0000,236.10,0.0975,25,80290,0.0000,206.51,0.0965,27,67810,0.0000,271.15,0.0983,2021310868CAE
Table 7,2021,3,30647,"Cleveland, OH (Metropolitan Area)",10874,CAK,93,71660,0.1260,218.25,0.0930,42,34710,0.0611,191.35,0.0578,51,36950,0.1870,243.52,0.1204,2021310874CAK
Table 7,2021,3,30980,"Chattanooga, TN",10980,CHA,48,110950,0.0486,242.68,0.1140,22,58070,0.0928,210.13,0.1344,26,52880,0.0000,278.42,0.0976,2021310980CHA
Table 7,2021,3,30990,"Charlottesville, VA",10990,CHO,34,53970,0.0000,249.11,0.0091,14,24580,0.0000,208.18,0.0320,20,29390,0.0000,283.35,-0.0044,2021310990CHO
Table 7,2021,3,30994,"Charleston, SC",10994,CHS,90,909710,0.7481,186.29,-0.0510,45,500140,0.7570,161.59,-0.1001,45,409570,0.7373,216.45,-0.0013,2021310994CHS
Table 7,2021,3,31003,"Cedar Rapids/Iowa City, IA",11003,CID,48,189380,0.4487,194.86,-0.1041,7,56690,0.5073,181.80,-0.0538,41,132690,0.4237,200.44,-0.1221,2021311003CID
Table 7,2021,3,30647,"Cleveland, OH (Metropolitan Area)",11042,CLE,101,1427310,0.8310,190.98,0.0022,46,583550,0.6087,174.38,0.0664,55,843760,0.9846,202.46,-0.0326,2021311042CLE
Table 7,2021,3,31066,"Columbus, OH",11066,CMH,92,1203580,0.7960,198.91,0.0297,46,492400,0.5969,184.97,0.1393,46,711180,0.9338,208.56,-0.0278,2021311066CMH
Table 7,2021,3,30189,"Colorado Springs, CO",11109,COS,76,401960,0.9058,194.56,-0.0582,14,150270,0.7901,147.35,-0.1535,62,251690,0.9748,222.74,-0.0144,2021311109COS
Table 7,2021,3,31140,"Corpus Christi, TX",11140,CRP,31,68410,0.7392,240.92,0.1094,6,23810,0.4393,201.59,0.2893,25,44600,0.8993,261.91,0.0492,2021311140CRP
Table 7,2021,3,31146,"Charleston/Dunbar, WV",11146,CRW,14,21020,0.1936,255.33,0.1729,4,10470,0.2741,201.96,0.1856,10,10550,0.1137,308.30,0.1647,2021311146CRW
Table 7,2021,3,33105,"Cincinnati, OH",11193,CVG,93,1190930,0.7466,179.88,-0.0482,43,429500,0.5277,171.89,0.0343,50,761430,0.8700,184.39,-0.0864,2021311193CVG
Table 7,2021,3,31252,"Daytona Beach, FL",11252,DAB,32,65140,0.0000,211.78,0.0494,6,20700,0.0000,199.70,0.1672,26,44440,0.0000,217.41,0.0060,2021311252DAB
Table 7,2021,3,30194,"Dallas/Fort Worth, TX",11259,DAL,150,1842130,0.9951,162.26,-0.0546,40,702240,0.9991,149.90,-0.0563,110,1139890,0.9927,169.87,-0.0536,2021311259DAL
Table 7,2021,3,31267,"Dayton, OH",11267,DAY,60,180810,0.0602,226.51,-0.0060,28,82760,0.0462,210.46,0.0478,32,98050,0.0721,240.06,-0.0424,2021311267DAY
Table 7,2021,3,30852,"Washington, DC (Metropolitan Area)",11278,DCA,161,2751460,0.5217,207.03,0.1240,67,1221700,0.4411,176.53,0.1855,94,1529760,0.5862,231.39,0.0896,2021311278DCA
Table 7,2021,3,30325,"Denver, CO",11292,DEN,176,7325050,0.9511,173.31,-0.0347,44,1606840,0.9663,141.95,-0.1157,132,5718210,0.9468,182.12,-0.0149,2021311292DEN
Table 7,2021,3,30194,"Dallas/Fort Worth, TX",11298,DFW,183,5048130,0.4803,195.88,0.1070,60,1212700,0.3431,171.49,0.0587,123,3835430,0.5237,203.59,0.1207,2021311298DFW
Table 7,2021,3,31337,"Duluth, MN",11337,DLH,16,19280,0.0000,257.01,0.1440,2,4850,0.0000,191.22,0.1308,14,14430,0.0000,279.12,0.1472,2021311337DLH
Table 7,2021,3,30285,"Durango, CO",11413,DRO,30,56280,0.3095,268.01,0.3370,11,30000,0.3923,234.77,0.5898,19,26280,0.2150,305.96,0.1735,2021311413DRO
Table 7,2021,3,31423,"Des Moines, IA",11423,DSM,72,432990,0.7326,202.65,-0.0284,15,105360,0.5454,190.93,0.1261,57,327630,0.7928,206.42,-0.0666,2021311423DSM
Table 7,2021,3,31295,"Detroit, MI",11433,DTW,131,3107800,0.7614,198.46,0.0710,71,1271850,0.5454,187.93,0.2179,60,1835950,0.9110,205.76,-0.0049,2021311433DTW
Table 7,2021,3,31481,"Panama City, FL",11481,ECP,63,332660,0.8543,187.17,-0.0529,23,180070,0.7792,167.89,-0.0965,40,152590,0.9429,209.92,-0.0076,2021311481ECP
Table 7,2021,3,31503,"Eagle, CO",11503,EGE,18,38240,0.0000,331.31,0.4809,1,11080,0.0000,323.54,0.6482,17,27160,0.0000,334.47,0.4239,2021311503EGE
Table 7,2021,3,30615,"El Paso, TX",11540,ELP,76,594350,0.8904,207.21,0.0003,20,315130,0.8886,169.44,-0.0202,56,279220,0.8925,249.84,0.0165,2021311540ELP
Table 7,2021,3,31603,"Eugene, OR",11603,EUG,50,201630,0.4585,209.13,-0.1329,9,58820,0.3436,157.64,-0.2350,41,142810,0.5058,230.34,-0.0990,2021311603EUG
Table 7,2021,3,31612,"Evansville, IN",11612,EVV,17,23220,0.1675,222.80,0.1651,7,16180,0.2404,187.40,0.2228,10,7040,0.0000,304.16,0.0921,2021311612EVV
Table 7,2021,3,31703,"New York City, NY (Metropolitan Area)",11618,EWR,166,4490980,0.7500,220.31,0.1197,48,650310,0.5753,184.79,0.3314,118,3840670,0.7796,226.32,0.0957,2021311618EWR
Table 7,2021,3,31637,"Fargo, ND",11637,FAR,43,125970,0.5586,223.81,0.0014,4,22690,0.6637,210.72,0.3316,39,103280,0.5355,226.69,-0.0468,2021311637FAR
Table 7,2021,3,31638,"Fresno, CA",11638,FAT,58,361720,0.6098,209.41,-0.0555,10,157050,0.4886,151.16,-0.0411,48,204670,0.7029,254.11,-0.0619,2021311638FAT
Table 7,2021,3,31641,"Fayetteville, NC",11641,FAY,22,34870,0.0000,231.04,0.0814,12,18720,0.0000,203.33,0.1233,10,16150,0.0000,263.17,0.0465,2021311641FAY
Table 7,2021,3,31648,"Kalispell, MT",11648,FCA,55,248420,0.1684,256.43,0.1070,3,24490,0.0000,201.48,0.3296,52,223930,0.1868,262.44,0.0916,2021311648FCA
Table 7,2021,3,31695,"Flagstaff, AZ",11695,FLG,12,15210,0.0000,206.20,0.1611,6,9300,0.0000,163.60,0.0993,6,5910,0.0000,273.23,0.2262,2021311695FLG
Table 7,2021,3,32467,"Miami, FL (Metropolitan Area)",11697,FLL,147,3458500,0.9614,154.27,-0.1839,31,515400,0.9222,128.25,-0.2254,116,2943100,0.9683,158.83,-0.1777,2021311697FLL
Table 7,2021,3,31721,"Flint, MI",11721,FNT,8,41780,0.7406,105.35,-0.4812,3,12520,0.2492,147.99,-0.1847,5,29260,0.9508,87.10,-0.5897,2021311721FNT
Table 7,2021,3,31775,"Sioux Falls, SD",11775,FSD,45,150740,0.4660,210.90,-0.0626,6,37250,0.5705,203.08,-0.0194,39,113490,0.4318,213.47,-0.0753,2021311775FSD
Table 7,2021,3,31884,"Spokane, WA",11884,GEG,74,687440,0.7291,198.78,-0.0710,11,208520,0.2840,148.46,-0.0421,63,478920,0.9229,220.69,-0.0792,2021311884GEG
Table 7,2021,3,31921,"Grand Junction, CO",11921,GJT,33,67310,0.2288,233.73,0.0079,10,27780,0.4654,193.46,-0.0580,23,39530,0.0625,262.03,0.0458,2021311921GJT
Table 7,2021,3,31953,"Gainesville, FL",11953,GNV,25,33770,0.0000,240.07,0.1919,5,11380,0.0000,209.40,0.6131,20,22390,0.0000,255.66,0.0751,2021311953GNV
Table 7,2021,3,31973,"Gulfport/Biloxi, MS",11973,GPT,26,36840,0.0000,244.27,0.1590,6,14460,0.0000,210.59,0.3934,20,22380,0.0000,266.03,0.0672,2021311973GPT
Table 7,2021,3,31977,"Green Bay, WI",11977,GRB,37,77220,0.2718,251.15,0.1464,6,12040,0.0000,230.20,1.3354,31,65180,0.3220,255.01,0.0567,2021311977GRB
Table 7,2021,3,31982,"Killeen, TX",11982,GRK,11,8270,0.0000,246.91,-0.0541,,,,,,11,8270,0.0000,246.91,-0.0541,2021311982GRK
Table 7,2021,3,31986,"Grand Rapids, MI",11986,GRR,78,562620,0.7694,199.69,-0.0308,32,190440,0.4735,199.71,0.1091,46,372180,0.9207,199.68,-0.0896,2021311986GRR
Table 7,2021,3,31995,"Greensboro/High Point, NC",11995,GSO,60,230800,0.0778,213.71,0.0025,36,148650,0.1208,187.12,0.0331,24,82150,0.0000,261.82,-0.0345,2021311995GSO
Table 7,2021,3,31871,"Greenville/Spartanburg, SC",11996,GSP,67,330410,0.5351,218.87,0.0772,37,185180,0.5150,191.85,0.0572,30,145230,0.5608,253.33,0.0973,2021311996GSP
Table 7,2021,3,31895,"Great Falls, MT",12003,GTF,12,23970,0.2320,198.20,0.1082,3,11300,0.0000,205.09,0.4235,9,12670,0.4388,192.06,-0.0848,2021312003GTF
Table 7,2021,3,34699,"Steamboat Springs, CO",12094,HDN,12,14940,0.9130,205.76,0.1962,1,2880,1.0000,133.32,-0.0610,11,12060,0.8922,223.06,0.2448,2021312094HDN
Table 7,2021,3,32124,"Hilton Head, SC",12124,HHH,30,81540,0.0000,197.36,0.0736,17,61770,0.0000,183.85,0.0420,13,19770,0.0000,239.58,0.1578,2021312124HHH
Table 7,2021,3,31453,"Houston, TX",12191,HOU,160,1426260,0.9775,170.75,-0.0475,37,445200,0.9650,154.72,-0.0652,123,981060,0.9832,178.03,-0.0403,2021312191HOU
Table 7,2021,3,31703,"New York City, NY (Metropolitan Area)",12197,HPN,152,232030,0.5623,231.62,0.3807,42,35940,0.2003,239.25,0.4732,110,196090,0.6286,230.22,0.3644,2021312197HPN
Table 7,2021,3,32206,"Harlingen/San Benito, TX",12206,HRL,33,97560,0.8554,208.01,0.0265,6,40850,0.7104,161.04,0.0760,27,56710,0.9598,241.84,0.0043,2021312206HRL
Table 7,2021,3,30255,"Huntsville, AL",12217,HSV,51,150380,0.0545,261.50,0.2997,24,88220,0.0928,231.86,0.3891,27,62160,0.0000,303.58,0.2150,2021312217HSV
Table 7,2021,3,30852,"Washington, DC (Metropolitan Area)",12264,IAD,158,1551730,0.3221,237.75,0.2102,64,505740,0.1886,179.34,0.2559,94,1045990,0.3867,266.00,0.1960,2021312264IAD
Table 7,2021,3,31453,"Houston, TX",12266,IAH,162,3340910,0.6764,197.85,0.0803,38,570750,0.5109,169.21,0.0646,124,2770160,0.7104,203.75,0.0831,2021312266IAH
Table 7,2021,3,30928,"Wichita, KS",12278,ICT,57,219350,0.7110,214.60,0.0070,13,64570,0.3797,201.49,0.1932,44,154780,0.8491,220.07,-0.0496,2021312278ICT
Table 7,2021,3,32280,"Idaho Falls, ID",12280,IDA,24,60160,0.3722,194.65,-0.0518,14,42380,0.4516,162.68,-0.1428,10,17780,0.1828,270.85,0.1179,2021312280IDA
Table 7,2021,3,32323,"Wilmington, NC",12323,ILM,56,187980,0.0000,224.22,0.0852,29,110280,0.0000,196.19,0.1038,27,77700,0.0000,264.00,0.0664,2021312323ILM
Table 7,2021,3,32337,"Indianapolis, IN",12339,IND,100,1387180,0.7586,195.40,-0.0023,48,463620,0.4507,191.98,0.0738,52,923560,0.9132,197.11,-0.0357,2021312339IND
Table 7,2021,3,31703,"New York City, NY (Metropolitan Area)",12391,ISP,121,232890,0.9845,164.88,-0.0239,38,39850,0.9300,178.21,0.1485,83,193040,0.9958,162.13,-0.0560,2021312391ISP
Table 7,2021,3,32397,"Ithaca/Cortland, NY",12397,ITH,7,6990,0.0000,356.15,0.2413,1,2320,0.0000,222.79,0.8104,6,4670,0.0000,422.40,0.1468,2021312397ITH
Table 7,2021,3,32441,"Jackson, WY",12441,JAC,61,259640,0.0612,315.54,0.3050,10,41080,0.0110,241.54,0.1263,51,218560,0.0707,329.45,0.3341,2021312441JAC
Table 7,2021,3,32448,"Jackson/Vicksburg, MS",12448,JAN,49,179280,0.7797,207.74,-0.0523,17,93330,0.7822,172.18,-0.1236,32,85950,0.7770,246.35,0.0102,2021312448JAN
Table 7,2021,3,31136,"Jacksonville, FL",12451,JAX,93,1049140,0.7858,197.31,0.0156,29,361140,0.8240,168.52,-0.0140,64,688000,0.7657,212.42,0.0285,2021312451JAX
Table 7,2021,3,31703,"New York City, NY (Metropolitan Area)",12478,JFK,166,3883970,0.9578,248.03,0.1360,48,479220,0.8262,182.87,0.3743,118,3404750,0.9764,257.20,0.1166,2021312478JFK
Table 7,2021,3,32884,"Lansing, MI",12884,LAN,12,8250,0.0000,215.88,0.0235,7,6170,0.0000,190.19,0.0760,5,2080,0.0000,292.08,-0.0646,2021312884LAN
Table 7,2021,3,32211,"Las Vegas, NV",12889,LAS,169,7009810,0.9864,181.95,-0.0893,36,1957410,0.9961,132.06,-0.1255,133,5052400,0.9827,201.28,-0.0796,2021312889LAS
Table 7,2021,3,32575,"Los Angeles, CA (Metropolitan Area)",12892,LAX,190,7889550,0.8559,215.80,-0.0557,29,1406300,0.9460,129.85,-0.1096,161,6483250,0.8363,234.44,-0.0488,2021312892LAX
Table 7,2021,3,32896,"Lubbock, TX",12896,LBB,39,120520,0.8691,202.22,0.0401,9,68120,0.8237,169.66,0.0369,30,52400,0.9280,244.55,0.0430,2021312896LBB
Table 7,2021,3,31066,"Columbus, OH",12917,LCK,11,44110,1.0000,78.41,-0.5602,6,19270,1.0000,81.65,-0.5372,5,24840,1.0000,75.89,-0.5778,2021312917LCK
Table 7,2021,3,32951,"Lafayette, LA",12951,LFT,26,43890,0.0000,248.43,0.1490,5,17940,0.0000,224.32,0.4323,21,25950,0.0000,265.10,0.0299,2021312951LFT
Table 7,2021,3,31703,"New York City, NY (Metropolitan Area)",12953,LGA,166,3587720,0.6228,200.89,0.2153,48,937810,0.3226,183.11,0.3160,118,2649910,0.7290,207.19,0.1869,2021312953LGA
Table 7,2021,3,32575,"Los Angeles, CA (Metropolitan Area)",12954,LGB,167,380850,0.9678,142.15,-0.2123,23,192990,0.9894,118.19,-0.1937,144,187860,0.9456,166.75,-0.2253,2021312954LGB
Table 7,2021,3,33029,"Lincoln, NE",13029,LNK,7,14010,0.0000,197.73,0.2228,4,12080,0.0000,184.51,0.1783,3,1930,0.0000,280.50,0.4476,2021313029LNK
Table 7,2021,3,33076,"La Crosse, WI",13076,LSE,9,6130,0.0000,244.59,0.1537,1,1910,0.0000,168.86,0.0702,8,4220,0.0000,278.86,0.1789,2021313076LSE
Table 7,2021,3,33158,"Midland/Odessa, TX",13158,MAF,38,151530,0.7319,206.96,0.1241,12,99130,0.6118,176.97,0.1031,26,52400,0.9590,263.70,0.1519,2021313158MAF
Table 7,2021,3,33198,"Kansas City, MO",13198,MCI,110,1605610,0.9034,197.63,0.0140,33,591680,0.7985,175.56,-0.0240,77,1013930,0.9646,210.50,0.0335,2021313198MCI
Table 7,2021,3,31454,"Orlando, FL",13204,MCO,151,6279200,0.9696,160.95,-0.1401,36,777650,0.9073,144.74,-0.1465,115,5501550,0.9784,163.24,-0.1393,2021313204MCO
Table 7,2021,3,32070,"Harrisburg, PA",13230,MDT,47,169920,0.2990,234.61,0.0824,14,62580,0.1974,230.39,0.3691,33,107340,0.3582,237.06,-0.0324,2021313230MDT
Table 7,2021,3,30977,"Chicago, IL",13232,MDW,143,2124250,0.9954,157.94,-0.0732,60,659500,0.9934,148.67,-0.0110,83,1464750,0.9963,162.11,-0.0967,2021313232MDW
Table 7,2021,3,33244,"Memphis, TN",13244,MEM,87,740580,0.7765,200.14,-0.0216,37,371770,0.6575,172.99,-0.0689,50,368810,0.8966,227.50,0.0180,2021313244MEM
